6.106939355468748998e-01,6.229089257812500113e-01,6.189647949218749501e-01,6.073571191406250680e-01,6.034944238281250151e-01,5.944498730468750214e-01,5.912096777343749388e-01,5.921529589843750330e-01,5.932039648437500423e-01
5.214772363281249268e-01,5.354538085937499137e-01,5.400147851562500101e-01,5.413112890624999229e-01,5.438741894531249343e-01,5.394440234374999754e-01,5.289423339843749572e-01,5.352358398437500053e-01,5.258279589843750657e-01
4.666897949218749564e-01,4.727340332031250147e-01,4.762186132812499251e-01,4.819725488281250136e-01,4.798195410156250174e-01,4.821728808593750415e-01,4.786975781249999673e-01,4.805856054687500101e-01,4.757189648437499807e-01
4.317142871093749834e-01,4.351631347656249593e-01,4.403003124999999573e-01,4.437248437499999865e-01,4.415271582031249364e-01,4.426382812499999875e-01,4.428346972656250213e-01,4.384061621093750527e-01,4.355414648437500591e-01
4.082655419921875084e-01,4.103067675781250645e-01,4.065169189453124443e-01,4.095181298828124983e-01,4.116907080078124892e-01,4.061304882812500350e-01,4.096340478515624883e-01,4.082270214843750078e-01,4.115145166015625189e-01
3.894812695312500073e-01,3.852341699218749804e-01,3.900275634765625332e-01,3.838763769531249870e-01,3.897020556640625188e-01,3.881381152343749696e-01,3.904574511718750252e-01,3.860019628906249389e-01,3.904954589843750434e-01
3.739641455078125398e-01,3.691280419921875167e-01,3.712416210937500294e-01,3.727087207031249960e-01,3.701410595703125139e-01,3.708501416015624885e-01,3.712428466796874882e-01,3.704964990234375088e-01,3.693430468749999696e-01
3.599149023437500095e-01,3.582666845703125214e-01,3.554316113281249523e-01,3.528811279296875103e-01,3.539877734374999863e-01,3.561864941406249763e-01,3.543294580078124589e-01,3.575698339843749740e-01,3.524533544921875095e-01
3.487923583984374742e-01,3.465270166015624875e-01,3.423115576171875118e-01,3.447030908203124744e-01,3.457312597656250208e-01,3.424167089843749845e-01,3.434683691406250072e-01,3.448467968750000279e-01,3.406792041015624939e-01
